Text,Language
in realtà sono le 13:00. proprio adesso.,Italian
farei meglio a dire addio in un altro modo.,Italian
"posso dire prenditi cura di te, il che significa prenditi cura di te stesso.",Italian
a dopo.,Italian
stai attento.,Italian
"non so che giorno sia quando guardi questo video, ma se è venerdì, ad esempio il fine settimana.",Italian
si può dire grazie al cielo è venerdì o pensare che il cielo ha detto sabato weekend discovery.,Italian
Sono così felice che sia stato ragazzi 50 frasi in inglese fammi sapere se è stato utile mettendo mi piace a questo video e commentando di seguito se conosci altre frasi interessanti.,Italian
sarebbe fantastico se da qualche parte ci fosse un pulsante rosso.,Italian
Ciao e Benvenuto.,Italian
in questo video ti darò 100 frasi comuni e molto utili che puoi usare nella conversazione.,Italian
quando senti una frase esercitati a dirla dopo di me.,Italian
prova a copiare esattamente la mia pronuncia includendo il tono di voce che uso.,Italian
va bene iniziamo.,Italian
saluti di base come va?,Italian
come vanno le cose?,Italian
che cosa succede?,Italian
piacere di conoscerti.,Italian
è molto tempo che non ci si vede.,Italian
come sei stato?,Italian
grazie mille.,Italian
e tu?,Italian
non tanto.,Italian
il solito.,Italian
devo andare.,Italian
è stato un piacere incontrarti dopo.,Italian
rimanere in contatto.,Italian
chiedere informazioni.,Italian
potresti dirmi cosa significa questa parola?,Italian
sapresti dov'è la biblioteca?,Italian
esitante.,Italian
questa è una bella domanda.,Italian
fammi vedere.,Italian
fammi pensare un momento.,Italian
chiedendo la ripetizione.,Italian
Mi scusi?,Italian
"scusa, non l'ho capito.",Italian
ti dispiacerebbe ripeterlo?,Italian
"puoi parlare un po 'più lentamente, Per favore?",Italian
"dicendo ""non lo so"".",Italian
temo di non avere idea.,Italian
"non posso aiutarti, mi dispiace.",Italian
mi batte.,Italian
opinioni.,Italian
Cosa ne pensi di questo?,Italian
Qual'è il tuo punto di vista?,Italian
Penso che sia una buona idea.,Italian
Onestamente non credo che funzionerà.,Italian
"per quanto mi riguarda, questo è il miglior ristorante della città.",Italian
evitando una domanda.,Italian
non ho un'opinione in merito.,Italian
permettimi di tornare da te su questo.,Italian
non sono libero di dirlo.,Italian
essere d'accordo e non essere d'accordo.,Italian
Non potrei essere più d'accordo.,Italian
hai assolutamente ragione.,Italian
sono d'accordo con te al 100%.,Italian
Hai colpito il chiodo sulla testa.,Italian
non sono sicuro di essere d'accordo.,Italian
temo di non essere d'accordo.,Italian
Penso che ti sbagli.,Italian
interrompendo educatamente.,Italian
scusa se ti interrompo.,Italian
posso fermarti lì per un momento?,Italian
ti dispiace se salto qui?,Italian
Vai avanti.,Italian
certo andare avanti.,Italian
Lasciami finire.,Italian
resisti per un momento.,Italian
suggerimenti.,Italian
che ne dici se andiamo al cinema?,Italian
che ne dici di avere una pizza per cena stasera?,Italian
sarebbe grandioso.,Italian
per me va bene.,Italian
non ne sono sicuro.,Italian
"no, non credo proprio.",Italian
progettando.,Italian
cosa fai stasera?,Italian
hai progetti per domani?,Italian
sei libero sabato prossimo?,Italian
vuoi fare qualcosa questo fine settimana?,Italian
"certo, cosa hai in mente?",Italian
"sono libero tutto il weekend, facciamo qualcosa.",Italian
"no, scusa, ho già fatto dei progetti.",Italian
sono un po 'impegnato domani.,Italian
mi piacerebbe fare qualcosa ma non posso.,Italian
autorizzazione.,Italian
ti dispiace se uso il tuo cellulare?,Italian
sarebbe ok se mi prendessi il giorno libero domani?,Italian
"sì, per favore assicurati, vai avanti.",Italian
"no, per niente.",Italian
purtroppo devo dire di no.,Italian
preferirei che tu non lo facessi.,Italian
ho paura di sì.,Italian
facendo richieste.,Italian
"potresti passarmi il sale, Per favore?",Italian
ti dispiacerebbe prestarmi dei soldi?,Italian
Mi chiedevo se tu potessi aiutarmi con questo.,Italian
certo nessun problema.,Italian
"si, certo.",Italian
sarei felice di aiutarti.,Italian
"scusa, adesso non posso.",Italian
ho paura di non poterlo fare.,Italian
fare offerte.,Italian
posso offrirti un bicchiere d'acqua?,Italian
che ne dici di un gelato?,Italian
vuoi che ti dia un passaggio a casa?,Italian
sì grazie.,Italian
"Sarebbe grandioso, grazie.",Italian
sto bene ma grazie per l'offerta.,Italian
"no, sto bene, grazie.",Italian
ringraziare le persone.,Italian
Grazie mille.,Italian
applausi lo apprezzo davvero.,Italian
È molto gentile da parte sua.,Italian
non posso ringraziarti abbastanza.,Italian
Non è niente.,Italian
non parlarne.,Italian
in qualsiasi momento.,Italian
il piacere è tutto mio.,Italian
chiedendo a qualcuno di aspettare.,Italian
"puoi tenere il momento, per favore?",Italian
aspetta un secondo.,Italian
abbi pazienza solo un momento.,Italian
starò bene con te.,Italian
scusandosi.,Italian
mi dispiace davvero.,Italian
per favore accetta le mie scuse.,Italian
non ti preoccupare.,Italian
nessun problema.,Italian
"va bene, se vuoi più lezioni su frasi e frasi comuni fammelo sapere nella sezione commenti qui sotto.",Italian
"inoltre, se ti è piaciuto questo video, dai un pollice in alto premendo il pulsante mi piace e ricordati di iscriverti a questo canale facendo clic sul pulsante di iscrizione per ricevere le mie ultime lezioni proprio qui su youtube.",Italian
felice apprendimento e ci vediamo presto in un'altra lezione.,Italian
il pane d'oro c'era una volta in un minuscolo villaggio viveva una donna di nome marion.,Italian
con la sua unica figlia narcisa marion era estremamente umile e dolce narcisa invece era completamente l'opposto vedi lei era bellissima oltre le parole lei era come una vivente.,Italian
bambola e la parte più divertente è che si è amata a non finire narcisa vorresti.,Italian
aiutami a cuocere il pane eh in nessun modo mamma la farina fa da cameriera a tutti i miei occhi luminosi e scintillanti.,Italian
narcisa mi aiuteresti a piantare questi semi cosa perché dovrei farlo cosa ho tutto quello sporco sulle mie adorabili dita peggio e se mi andasse sulla faccia bene quello era il problema con narcisa.,Italian
pensava di essere troppo grande per fare qualsiasi lavoro che molti pretendenti venissero a chiedere la mano del narciso in matrimonio.,Italian
visto che la sua bellezza era conosciuta in lungo e in largo ma li respingeva tutti molto sgarbatamente perché ieri hai mandato via quegli uomini mi sembravano simpatici non puoi essere seria mamma una di loro.,Italian
aveva occhi così piccoli quasi come quelli di un uccello e l'altro aveva un naso enorme non avrei voluto stargli vicino.,Italian
quando ha starnutito oh oh e l'ultima fermata no non voglio più sentire tutto quello che potevo vedere era che quegli uomini erano davvero gentili mia cara devi conoscere quella bellezza.,Italian
"non è tutto ciò che devi capire, madre, io merito qualcuno come un principe o un cavaliere.",Italian
oh cara una notte mentre dormiva sua madre sedeva al suo fianco a guardarla.,Italian
mia cara bambina sei così bella e adorabile ma non ti importa di nient'altro che della tua bellezza.,Italian
"in quel momento il narciso iniziò a ridere nel sonno, sua madre fu estremamente sorpresa di quanto doveva essere bello fare un sogno davvero divertente la mattina dopo quando il narciso.",Italian
Mi sono svegliato che lei era tutta sorrisi e risatine qui tesoro dimmi cosa hai sognato.,Italian
"la scorsa notte beh mamma è stato un sogno così incredibile, sai che c'era questo principe che è venuto da me.",Italian
"e ha detto che voleva sposarmi, era venuto in una carrozza d'oro ed era vestito da cima a fondo e anche d'oro che sogno stupido.",Italian
"e sai la parte migliore è stata quando ero nel mio abito da sposa che era anche d'oro, ovviamente tutti fissavano solo me narcisa, non c'è niente di straordinario in quel sogno.",Italian
"era un sogno molto egoista mamma, non sai cosa stai dicendo quel sogno mi ha fatto capire che ho bisogno di cibo molto più grande del tipo che mangio qui a casa pane d'oro.",Italian
basti pensare a quella povera madre narciso era così preoccupata per sua figlia e come.,Italian
"avrebbe vissuto la sua vita quel giorno in cui due amiche andarono a trovare la madre di narciso, erano Mellie e Terry, loro tre erano amiche da secoli, ma Terry ed Ellie avevano un segreto entrambe.",Italian
erano esseri magici qualcosa di cui la madre di Narcisse non sapeva nulla di Terry Melli oh è così bello vederti è passato molto tempo non come sei stato io sono stato molto bravo sarei stato meglio se solo se solo e se solo mia figlia narcisa fosse stata un po 'più comprensiva marian ha detto a mellie e terry tutto su narcisa e come era preoccupata per lei vuole mangiare pane d'oro cosa ci faccio bene con lei forse se il suo sogno si avvera.,Italian
"sarebbe meraviglioso non sarebbe bene, non importa immagino che col tempo crescerà per imparare parliamo di qualcos'altro.",Italian
ora più tardi Mellie e Terry salutarono la loro vecchia amica e se ne andarono sorridendosi segretamente quella notte sia madre che figlia.,Italian
mi sono preparata per andare a letto mamma spero davvero che il mio sogno si avveri sai oh narcisa il giorno dopo come narcisa e sua madre erano fuori nel loro giardino un bellissimo.,Italian
"la carrozza d'oro arrivò a cavallo da loro, era tempestata di gemme e diamanti e sembrava estremamente sbalorditiva.",Italian
"quando si fermò un bell'uomo ne uscì e guardò Narcisa, lei fu completamente sorpresa da quanto fosse bello il mio sogno si sta effettivamente avverando umm.",Italian
che ciao sono venuto qui a chiedere la mano del narciso in matrimonio ma come fai a sapere il suo nome e chi sei.,Italian
io sono terrence l'angelo della fortuna il nome e la bellezza di tua figlia è conosciuta in tutto il mondo qui ti ho portato un regalo ma tu lo conosci a malapena non puoi andare con lui.,Italian
oh stupido è ricco e bello cosa potrei volere di più Terrence accetto la tua proposta.,Italian
e con ciò lei salì nella sua carrozza e senza nemmeno salutare sua madre se ne andò con l'angelo mentre stavano viaggiando la carrozza entrò improvvisamente in un portale magico lì attraversò una zona tempestosa la carrozza sbatté tremendamente e narcissa.,Italian
era molto spaventato non preoccuparti mio caro tutto questo sarà presto finito proprio mentre lui ha detto questo la carrozza ha attraversato un altro portale e ha raggiunto il vialetto.,Italian
"di un enorme e magnifico castello d'oro narcisa è rimasta sbalordita da tutta la bellezza che ha visto sapevo di meritare così tante ricchezze che sapevo che ti sarebbe piaciuto tutto ciò che vuoi troverai qui dai vestiti più belli ai cibi più gustosi tutto nel mio palazzo, parlando bene di cibo, ho davvero fame dopo quel giro sto morendo di fame posso avere qualcosa di quel cibo gustoso ovviamente qui melissa puzzolente di carne lei ti porterà quello che vuoi ho sentito tanto parlare di te povero caro hai fame non vieni andiamo al tavolo da pranzo e ti porterò del cibo oh grazie sono andati in sala da pranzo e lì sul tavolo c'era il cibo più sbalorditivo che narcisa avesse mai visto incredibile è perché sono le marmellate.",Italian
